ID, king_code, king_year, king_month, jyear, jmonth, jday, JDat00h, moon_age
4155,k019,21,12,-289,3,12,1615570.5,2
4156,k019,22,1,-289,4,11,1615600.5,2
4157,k019,22,2,-289,5,10,1615629.5,2
4158,k019,22,3,-289,6,9,1615659.5,2
4159,k019,22,4,-289,7,8,1615688.5,2
4160,k019,22,5,-289,8,7,1615718.5,2
4161,k019,22,6,-289,9,5,1615747.5,2
4162,k019,22,7,-289,10,5,1615777.5,2
4163,k019,22,8,-289,11,3,1615806.5,2
4164,k019,22,9,-289,12,3,1615836.5,2
4165,k019,22,10,-288,1,1,1615865.5,2
4166,k019,22,11,-288,1,31,1615895.5,2
4167,k019,22,12,-288,2,29,1615924.5,2
4168,k019,23,1,-288,3,30,1615954.5,2
4169,k019,23,2,-288,4,28,1615983.5,1
4170,k019,23,3,-288,5,28,1616013.5,2
4171,k019,23,4,-288,6,27,1616043.5,2
4172,k019,23,5,-288,7,26,1616072.5,2
4173,k019,23,6,-288,8,25,1616102.5,2
4174,k019,23,7,-288,9,23,1616131.5,2
4175,k019,23,8,-288,10,23,1616161.5,2
4176,k019,23,9,-288,11,21,1616190.5,2
4177,k019,23,10,-288,12,21,1616220.5,2
4178,k019,23,11,-287,1,19,1616249.5,2
4179,k019,23,12,-287,2,17,1616278.5,1
4180,k019,23,12.5,-287,3,19,1616308.5,2
4181,k019,24,1,-287,4,17,1616337.5,1
4182,k019,24,2,-287,5,17,1616367.5,2
4183,k019,24,3,-287,6,16,1616397.5,2
4184,k019,24,4,-287,7,15,1616426.5,2
4185,k019,24,5,-287,8,14,1616456.5,2
4186,k019,24,6,-287,9,13,1616486.5,2
4187,k019,24,7,-287,10,12,1616515.5,2
4188,k019,24,8,-287,11,11,1616545.5,2
4189,k019,24,9,-287,12,10,1616574.5,2
4190,k019,24,10,-286,1,9,1616604.5,2
4191,k019,24,11,-286,2,7,1616633.5,2
4192,k019,24,12,-286,3,8,1616662.5,1
4193,k019,25,1,-286,4,7,1616692.5,2
4194,k019,25,2,-286,5,6,1616721.5,1
4195,k019,25,3,-286,6,5,1616751.5,2
4196,k019,25,4,-286,7,4,1616780.5,1
4197,k019,25,5,-286,8,3,1616810.5,2
4198,k019,25,6,-286,9,2,1616840.5,2
4199,k019,25,7,-286,10,2,1616870.5,3
4200,k019,25,8,-286,10,31,1616899.5,2
4201,k019,25,9,-286,11,30,1616929.5,3
4202,k019,25,10,-286,12,29,1616958.5,2
4203,k019,25,11,-285,1,28,1616988.5,2
4204,k019,25,12,-285,2,26,1617017.5,2
4205,k019,26,1,-285,3,27,1617046.5,1
4206,k019,26,2,-285,4,26,1617076.5,2
4207,k019,26,3,-285,5,25,1617105.5,1
4208,k019,26,4,-285,6,24,1617135.5,2
4209,k019,26,5,-285,7,23,1617164.5,1
4210,k019,26,6,-285,8,22,1617194.5,2
4211,k019,26,7,-285,9,21,1617224.5,2
4212,k019,26,8,-285,10,21,1617254.5,3
4213,k019,26,9,-285,11,19,1617283.5,2
4214,k019,26,10,-285,12,19,1617313.5,3
4215,k019,26,11,-284,1,17,1617342.5,2
4216,k019,26,12,-284,2,16,1617372.5,3
4217,k019,26,12.5,-284,3,16,1617401.5,2
4218,k019,27,1,-284,4,14,1617430.5,1
4219,k019,27,2,-284,5,14,1617460.5,2
4220,k019,27,3,-284,6,12,1617489.5,1
4221,k019,27,4,-284,7,11,1617518.5,1
4222,k019,27,5,-284,8,10,1617548.5,1
4223,k019,27,6,-284,9,9,1617578.5,2
4224,k019,27,7,-284,10,9,1617608.5,2
4225,k019,27,8,-284,11,7,1617637.5,2
4226,k019,27,9,-284,12,7,1617667.5,2
4227,k019,27,10,-283,1,6,1617697.5,3
4228,k019,27,11,-283,2,4,1617726.5,2
4229,k019,27,12,-283,3,6,1617756.5,3
4230,k019,28,1,-283,4,4,1617785.5,2
4231,k019,28,2,-283,5,3,1617814.5,2
4232,k019,28,3,-283,6,2,1617844.5,2
4233,k019,28,4,-283,7,1,1617873.5,2
4234,k019,28,5,-283,7,30,1617902.5,1
4235,k019,28,6,-283,8,29,1617932.5,1
4236,k019,28,7,-283,9,28,1617962.5,2
4237,k019,28,8,-283,10,28,1617992.5,2
4238,k019,28,9,-283,11,26,1618021.5,2
4239,k019,28,10,-283,12,26,1618051.5,2
4240,k019,28,11,-282,1,24,1618080.5,2
4241,k019,28,12,-282,2,23,1618110.5,2
4242,k019,28,12.5,-282,3,25,1618140.5,3
4243,k019,29,1,-282,4,23,1618169.5,2
4244,k019,29,2,-282,5,22,1618198.5,2
4245,k019,29,3,-282,6,21,1618228.5,2
4246,k019,29,4,-282,7,20,1618257.5,2
4247,k019,29,5,-282,8,19,1618287.5,2
4248,k019,29,6,-282,9,17,1618316.5,2
4249,k019,29,7,-282,10,17,1618346.5,2
4250,k019,29,8,-282,11,15,1618375.5,2
4251,k019,29,9,-282,12,15,1618405.5,2
4252,k019,29,10,-281,1,13,1618434.5,1
4253,k019,29,11,-281,2,12,1618464.5,2
4254,k019,29,12,-281,3,14,1618494.5,2
4255,k019,30,1,-281,4,12,1618523.5,2
4256,k019,30,2,-281,5,12,1618553.5,2
4257,k019,30,3,-281,6,10,1618582.5,2
4258,k019,30,4,-281,7,10,1618612.5,2
4259,k019,30,5,-281,8,8,1618641.5,2
4260,k019,30,6,-281,9,7,1618671.5,2
4261,k019,30,7,-281,10,6,1618700.5,2
4262,k019,30,8,-281,11,5,1618730.5,2
4263,k019,30,9,-281,12,4,1618759.5,2
4264,k019,30,10,-280,1,3,1618789.5,2
4265,k019,30,11,-280,2,1,1618818.5,2
4266,k019,30,12,-280,3,2,1618848.5,2
4267,k019,31,1,-280,3,31,1618877.5,1
4268,k019,31,2,-280,4,30,1618907.5,2
4269,k019,31,3,-280,5,29,1618936.5,1
4270,k019,31,4,-280,6,28,1618966.5,2
4271,k019,31,5,-280,7,28,1618996.5,2
4272,k019,31,6,-280,8,26,1619025.5,2
4273,k019,31,7,-280,9,25,1619055.5,2
4274,k019,31,8,-280,10,24,1619084.5,2
4275,k019,31,9,-280,11,23,1619114.5,2
4276,k019,31,10,-280,12,22,1619143.5,2
4277,k019,31,11,-279,1,20,1619172.5,1
4278,k019,31,12,-279,2,19,1619202.5,2
4279,k019,31,12.5,-279,3,20,1619231.5,1
4280,k019,32,1,-279,4,19,1619261.5,2
4281,k019,32,2,-279,5,19,1619291.5,2
4282,k019,32,3,-279,6,17,1619320.5,2
4283,k019,32,4,-279,7,17,1619350.5,2
4284,k019,32,5,-279,8,16,1619380.5,2
4285,k019,32,6,-279,9,15,1619410.5,3
4286,k019,32,7,-279,10,14,1619439.5,2
4287,k019,32,8,-279,11,12,1619468.5,2
4288,k019,32,9,-279,12,12,1619498.5,2
4289,k019,32,10,-278,1,10,1619527.5,2
4290,k019,32,11,-278,2,8,1619556.5,1
4291,k019,32,12,-278,3,10,1619586.5,2
4292,k019,33,1,-278,4,8,1619615.5,1
4293,k019,33,2,-278,5,8,1619645.5,2
4294,k019,33,3,-278,6,6,1619674.5,1
4295,k019,33,4,-278,7,6,1619704.5,2
4296,k019,33,5,-278,8,5,1619734.5,2
4297,k019,33,6,-278,9,4,1619764.5,3
4298,k019,33,7,-278,10,4,1619794.5,3
4299,k019,33,8,-278,11,2,1619823.5,3
4300,k019,33,9,-278,12,1,1619852.5,2
4301,k019,33,10,-278,12,31,1619882.5,2
4302,k019,33,11,-277,1,29,1619911.5,2
4303,k019,33,12,-277,2,27,1619940.5,1
4304,k019,34,1,-277,3,29,1619970.5,2
4305,k019,34,2,-277,4,27,1619999.5,1
4306,k019,34,3,-277,5,27,1620029.5,2
4307,k019,34,4,-277,6,25,1620058.5,1
4308,k019,34,5,-277,7,25,1620088.5,2
4309,k019,34,6,-277,8,24,1620118.5,2
4310,k019,34,7,-277,9,23,1620148.5,3
4311,k019,34,8,-277,10,22,1620177.5,2
4312,k019,34,9,-277,11,21,1620207.5,3
4313,k019,34,10,-277,12,20,1620236.5,2
4314,k019,34,11,-276,1,19,1620266.5,3
4315,k019,34,12,-276,2,17,1620295.5,2
4316,k019,34,12.5,-276,3,17,1620324.5,1
4317,k019,35,1,-276,4,16,1620354.5,2
4318,k019,35,2,-276,5,15,1620383.5,1
4319,k019,35,3,-276,6,14,1620413.5,2
4320,k019,35,4,-276,7,13,1620442.5,1
4321,k019,35,5,-276,8,12,1620472.5,2
4322,k019,35,6,-276,9,11,1620502.5,2
4323,k019,35,7,-276,10,10,1620531.5,2
4324,k019,35,8,-276,11,9,1620561.5,2
4325,k019,35,9,-276,12,8,1620590.5,2
4326,k019,35,10,-275,1,7,1620620.5,2
4327,k019,35,11,-275,2,6,1620650.5,3
4328,k019,35,12,-275,3,7,1620679.5,2
4329,k019,36,1,-275,4,5,1620708.5,2
4330,k019,36,2,-275,5,5,1620738.5,2
4331,k019,36,3,-275,6,3,1620767.5,2
4332,k019,36,4,-275,7,3,1620797.5,2
4333,k019,36,5,-275,8,1,1620826.5,1
4334,k019,36,6,-275,8,31,1620856.5,2
4335,k019,36,7,-275,9,29,1620885.5,1
4336,k019,36,8,-275,10,29,1620915.5,2
4337,k019,36,9,-275,11,28,1620945.5,2
4338,k019,36,10,-275,12,27,1620974.5,2
4339,k019,36,11,-274,1,26,1621004.5,2
4340,k019,36,12,-274,2,25,1621034.5,3
4341,k019,37,1,-274,3,26,1621063.5,2
4342,k019,37,2,-274,4,24,1621092.5,2
4343,k019,37,3,-274,5,24,1621122.5,2
4344,k019,37,4,-274,6,22,1621151.5,2
4345,k019,37,5,-274,7,22,1621181.5,2
4346,k019,37,6,-274,8,20,1621210.5,2
4347,k019,37,6.5,-274,9,18,1621239.5,1
4348,k019,37,7,-274,10,18,1621269.5,2
4349,k019,37,8,-274,11,17,1621299.5,2
4350,k019,37,9,-274,12,16,1621328.5,1
4351,k019,37,10,-273,1,15,1621358.5,2
4352,k019,37,11,-273,2,14,1621388.5,2
4353,k019,37,12,-273,3,15,1621417.5,2
4354,k019,38,1,-273,4,14,1621447.5,2
4355,k019,38,2,-273,5,13,1621476.5,2
4356,k019,38,3,-273,6,12,1621506.5,2
4357,k019,38,4,-273,7,11,1621535.5,2
4358,k019,38,5,-273,8,10,1621565.5,2
4359,k019,38,6,-273,9,8,1621594.5,2
4360,k019,38,7,-273,10,7,1621623.5,1
4361,k019,38,8,-273,11,6,1621653.5,2
4362,k019,38,9,-273,12,5,1621682.5,1
4363,k019,38,10,-272,1,4,1621712.5,2
4364,k019,38,11,-272,2,3,1621742.5,2
4365,k019,38,12,-272,3,4,1621772.5,2
4366,k019,39,1,-272,4,2,1621801.5,2
4367,k019,39,2,-272,5,2,1621831.5,2
4368,k019,39,3,-272,5,31,1621860.5,2
4369,k019,39,4,-272,6,30,1621890.5,2
4370,k019,39,5,-272,7,29,1621919.5,2
4371,k019,39,6,-272,8,27,1621948.5,1
4372,k019,39,7,-272,9,26,1621978.5,2
4373,k019,39,8,-272,10,25,1622007.5,1
4374,k019,39,9,-272,11,24,1622037.5,2
4375,k019,39,10,-272,12,23,1622066.5,1
4376,k019,39,11,-271,1,22,1622096.5,2
4377,k019,39,12,-271,2,21,1622126.5,2
4378,k019,39,12.5,-271,3,22,1622155.5,2
4379,k019,40,1,-271,4,21,1622185.5,2
4380,k019,40,2,-271,5,21,1622215.5,3
4381,k019,40,3,-271,6,19,1622244.5,2
4382,k019,40,4,-271,7,19,1622274.5,2
4383,k019,40,5,-271,8,17,1622303.5,2
4384,k019,40,6,-271,9,15,1622332.5,1
4385,k019,40,7,-271,10,15,1622362.5,2
4386,k019,40,8,-271,11,13,1622391.5,1
4387,k019,40,9,-271,12,13,1622421.5,2
4388,k019,40,10,-270,1,11,1622450.5,1
4389,k019,40,11,-270,2,10,1622480.5,2
4390,k019,40,12,-270,3,11,1622509.5,1
4391,k019,41,1,-270,4,10,1622539.5,2
4392,k019,41,2,-270,5,10,1622569.5,2
4393,k019,41,3,-270,6,8,1622598.5,2
4394,k019,41,4,-270,7,8,1622628.5,2
4395,k019,41,5,-270,8,6,1622657.5,2
4396,k019,41,6,-270,9,5,1622687.5,2
4397,k019,41,7,-270,10,5,1622717.5,3
4398,k019,41,8,-270,11,3,1622746.5,2
4399,k019,41,9,-270,12,3,1622776.5,2
4400,k019,41,10,-269,1,1,1622805.5,2
4401,k019,41,11,-269,1,30,1622834.5,1
4402,k019,41,12,-269,3,1,1622864.5,2
4403,k019,42,1,-269,3,30,1622893.5,1
4404,k019,42,2,-269,4,29,1622923.5,2
4405,k019,42,3,-269,5,28,1622952.5,1
4406,k019,42,4,-269,6,27,1622982.5,2
4407,k019,42,5,-269,7,27,1623012.5,2
4408,k019,42,6,-269,8,25,1623041.5,2
4409,k019,42,7,-269,9,24,1623071.5,2
4410,k019,42,8,-269,10,24,1623101.5,3
4411,k019,42,9,-269,11,22,1623130.5,2
4412,k019,42,10,-269,12,22,1623160.5,3
4413,k019,42,11,-268,1,20,1623189.5,2
4414,k019,42,12,-268,2,18,1623218.5,1
4415,k019,42,12.5,-268,3,19,1623248.5,2
4416,k019,43,1,-268,4,17,1623277.5,1
4417,k019,43,2,-268,5,17,1623307.5,2
4418,k019,43,3,-268,6,15,1623336.5,1
4419,k019,43,4,-268,7,14,1623365.5,1
4420,k019,43,5,-268,8,13,1623395.5,1
4421,k019,43,6,-268,9,12,1623425.5,2
4422,k019,43,7,-268,10,12,1623455.5,2
4423,k019,43,8,-268,11,11,1623485.5,3
4424,k019,43,9,-268,12,10,1623514.5,2
4425,k019,43,10,-267,1,9,1623544.5,3
4426,k019,43,11,-267,2,7,1623573.5,2
4427,k019,43,12,-267,3,8,1623602.5,2
4428,k019,44,1,-267,4,7,1623632.5,2
4429,k019,44,2,-267,5,6,1623661.5,2
4430,k019,44,3,-267,6,4,1623690.5,1
4431,k019,44,4,-267,7,4,1623720.5,1
4432,k019,44,5,-267,8,2,1623749.5,1
4433,k019,44,6,-267,9,1,1623779.5,1
4434,k019,44,7,-267,10,1,1623809.5,2
4435,k019,44,8,-267,10,31,1623839.5,2
4436,k019,44,9,-267,11,29,1623868.5,2
4437,k019,44,10,-267,12,29,1623898.5,2
4438,k019,44,11,-266,1,28,1623928.5,3
4439,k019,44,12,-266,2,26,1623957.5,2
4440,k019,45,1,-266,3,27,1623986.5,2
4441,k019,45,2,-266,4,26,1624016.5,2
4442,k019,45,3,-266,5,25,1624045.5,2
4443,k019,45,4,-266,6,23,1624074.5,1
4444,k019,45,5,-266,7,23,1624104.5,2
4445,k019,45,6,-266,8,21,1624133.5,1
4446,k019,45,7,-266,9,20,1624163.5,2
4447,k019,45,8,-266,10,20,1624193.5,2
4448,k019,45,9,-266,11,19,1624223.5,2
4449,k019,45,10,-266,12,18,1624252.5,2
4450,k019,45,11,-265,1,17,1624282.5,2
4451,k019,45,12,-265,2,16,1624312.5,3
4452,k019,45,12.5,-265,3,17,1624341.5,2
4453,k019,46,1,-265,4,15,1624370.5,2
4454,k019,46,2,-265,5,15,1624400.5,2
4455,k019,46,3,-265,6,13,1624429.5,2
4456,k019,46,4,-265,7,12,1624458.5,1
4457,k019,46,5,-265,8,11,1624488.5,2
4458,k019,46,6,-265,9,9,1624517.5,1
4459,k019,46,7,-265,10,9,1624547.5,2
4460,k019,46,8,-265,11,8,1624577.5,2
4461,k019,46,9,-265,12,7,1624606.5,2
4462,k019,46,10,-264,1,6,1624636.5,2
4463,k019,46,11,-264,2,5,1624666.5,2
4464,k019,46,12,-264,3,5,1624695.5,2
4465,k019,47,1,-264,4,4,1624725.5,2
4466,k019,47,2,-264,5,3,1624754.5,2
4467,k019,47,3,-264,6,2,1624784.5,2
4468,k019,47,4,-264,7,1,1624813.5,2
4469,k019,47,5,-264,7,30,1624842.5,1
4470,k019,47,6,-264,8,29,1624872.5,2
4471,k019,47,7,-264,9,28,1624902.5,2
4472,k019,47,8,-264,10,27,1624931.5,2
4473,k019,47,9,-264,11,26,1624961.5,2
4474,k019,47,10,-264,12,25,1624990.5,2
4475,k019,47,11,-263,1,24,1625020.5,2
4476,k019,47,12,-263,2,22,1625049.5,2
4477,k019,47,12.5,-263,3,24,1625079.5,2
4478,k019,48,1,-263,4,23,1625109.5,3
4479,k019,48,2,-263,5,22,1625138.5,2
4480,k019,48,3,-263,6,21,1625168.5,2
4481,k019,48,4,-263,7,20,1625197.5,2
4482,k019,48,5,-263,8,18,1625226.5,1
4483,k019,48,6,-263,9,17,1625256.5,2
4484,k019,48,7,-263,10,17,1625286.5,2
4485,k019,48,8,-263,11,15,1625315.5,2
4486,k019,48,9,-263,12,14,1625344.5,1
4487,k019,48,10,-262,1,13,1625374.5,2
4488,k019,48,11,-262,2,11,1625403.5,1
4489,k019,48,12,-262,3,13,1625433.5,2
4490,k019,49,1,-262,4,12,1625463.5,2
4491,k019,49,2,-262,5,11,1625492.5,2
4492,k019,49,3,-262,6,10,1625522.5,2
4493,k019,49,4,-262,7,10,1625552.5,3
4494,k019,49,5,-262,8,8,1625581.5,2
4495,k019,49,6,-262,9,7,1625611.5,3
4496,k019,49,7,-262,10,6,1625640.5,2
4497,k019,49,8,-262,11,5,1625670.5,2
4498,k019,49,9,-262,12,4,1625699.5,2
4499,k019,49,10,-261,1,2,1625728.5,1
4500,k019,49,11,-261,2,1,1625758.5,2
4501,k019,49,12,-261,3,2,1625787.5,1
4502,k019,50,1,-261,4,1,1625817.5,2
4503,k019,50,2,-261,4,30,1625846.5,1
4504,k019,50,3,-261,5,30,1625876.5,2
4505,k019,50,4,-261,6,29,1625906.5,2
4506,k019,50,5,-261,7,29,1625936.5,3
4507,k019,50,6,-261,8,27,1625965.5,2
4508,k019,50,7,-261,9,26,1625995.5,3
4509,k019,50,8,-261,10,25,1626024.5,2
4510,k019,50,9,-261,11,24,1626054.5,3
4511,k019,50,10,-261,12,23,1626083.5,2
4512,k019,50,11,-260,1,21,1626112.5,1
4513,k019,50,12,-260,2,20,1626142.5,2
4514,k019,50,12.5,-260,3,20,1626171.5,1
4515,k019,51,1,-260,4,18,1626200.5,1
4516,k019,51,2,-260,5,18,1626230.5,1
4517,k019,51,3,-260,6,17,1626260.5,2
4518,k019,51,4,-260,7,17,1626290.5,2
4519,k019,51,5,-260,8,15,1626319.5,2
4520,k019,51,6,-260,9,14,1626349.5,2
4521,k019,51,7,-260,10,14,1626379.5,3
4522,k019,51,8,-260,11,12,1626408.5,2
4523,k019,51,9,-260,12,12,1626438.5,3
4524,k019,51,10,-259,1,10,1626467.5,2
4525,k019,51,11,-259,2,8,1626496.5,2
4526,k019,51,12,-259,3,10,1626526.5,2
4527,k019,52,1,-259,4,8,1626555.5,2
4528,k019,52,2,-259,5,7,1626584.5,1
4529,k019,52,3,-259,6,6,1626614.5,1
4530,k019,52,4,-259,7,6,1626644.5,2
4531,k019,52,5,-259,8,4,1626673.5,1
4532,k019,52,6,-259,9,3,1626703.5,2
4533,k019,52,7,-259,10,3,1626733.5,2
4534,k019,52,8,-259,11,2,1626763.5,3
4535,k019,52,9,-259,12,1,1626792.5,2
4536,k019,52,10,-259,12,30,1626821.5,2
4537,k019,52,11,-258,1,29,1626851.5,2
4538,k019,52,12,-258,2,27,1626880.5,2
4539,k019,53,1,-258,3,29,1626910.5,2
4540,k019,53,2,-258,4,27,1626939.5,2
4541,k019,53,3,-258,5,26,1626968.5,1
4542,k019,53,4,-258,6,25,1626998.5,2
4543,k019,53,5,-258,7,25,1627028.5,2
4544,k019,53,6,-258,8,23,1627057.5,2
4545,k019,53,7,-258,9,22,1627087.5,2
4546,k019,53,8,-258,10,22,1627117.5,2
4547,k019,53,9,-258,11,20,1627146.5,2
4548,k019,53,10,-258,12,20,1627176.5,2
4549,k019,53,11,-257,1,18,1627205.5,2
4550,k019,53,12,-257,2,17,1627235.5,2
4551,k019,53,12.5,-257,3,18,1627264.5,2
4552,k019,54,1,-257,4,17,1627294.5,2
4553,k019,54,2,-257,5,16,1627323.5,2
4554,k019,54,3,-257,6,14,1627352.5,1
4555,k019,54,4,-257,7,14,1627382.5,2
4556,k019,54,5,-257,8,12,1627411.5,1
4557,k019,54,6,-257,9,11,1627441.5,2
4558,k019,54,7,-257,10,11,1627471.5,2
4559,k019,54,8,-257,11,9,1627500.5,2
4560,k019,54,9,-257,12,9,1627530.5,2
4561,k019,54,10,-256,1,8,1627560.5,2
4562,k019,54,11,-256,2,6,1627589.5,2
4563,k019,54,12,-256,3,7,1627619.5,2
4564,k019,55,1,-256,4,5,1627648.5,2
4565,k019,55,2,-256,5,5,1627678.5,2
4566,k019,55,3,-256,6,3,1627707.5,2
4567,k019,55,4,-256,7,3,1627737.5,2
4568,k019,55,5,-256,8,1,1627766.5,2
4569,k019,55,6,-256,8,30,1627795.5,1
4570,k019,55,7,-256,9,29,1627825.5,2
4571,k019,55,8,-256,10,28,1627854.5,1
4572,k019,55,9,-256,11,27,1627884.5,2
4573,k019,55,10,-256,12,27,1627914.5,2
4574,k019,55,11,-255,1,25,1627943.5,2
4575,k019,55,12,-255,2,24,1627973.5,2
4576,k019,56,1,-255,3,26,1628003.5,3
4577,k019,56,2,-255,4,24,1628032.5,2
4578,k019,56,3,-255,5,24,1628062.5,2
4579,k019,56,4,-255,6,22,1628091.5,2
4580,k019,56,5,-255,7,22,1628121.5,2
4581,k019,56,6,-255,8,20,1628150.5,2
4582,k019,56,6.5,-255,9,19,1628180.5,2
4583,k019,56,7,-255,10,18,1628209.5,2
4584,k019,56,8,-255,11,16,1628238.5,1
4585,k019,56,9,-255,12,16,1628268.5,2
4586,k019,56,10,-254,1,14,1628297.5,1
4587,k019,56,11,-254,2,13,1628327.5,2
4588,k019,56,12,-254,3,15,1628357.5,2
4589,k019,57,1,-254,4,14,1628387.5,3
4590,k019,57,2,-254,5,13,1628416.5,2
4591,k019,57,3,-254,6,12,1628446.5,3
4592,k019,57,4,-254,7,11,1628475.5,2
4593,k019,57,5,-254,8,10,1628505.5,3
4594,k019,57,6,-254,9,8,1628534.5,2
4595,k019,57,7,-254,10,7,1628563.5,1
4596,k019,57,8,-254,11,6,1628593.5,2
4597,k019,57,9,-254,12,5,1628622.5,1
4598,k019,57,10,-253,1,4,1628652.5,2
4599,k019,57,11,-253,2,2,1628681.5,1
4600,k019,57,12,-253,3,4,1628711.5,2
4601,k019,58,1,-253,4,3,1628741.5,2
4602,k019,58,2,-253,5,2,1628770.5,2
4603,k019,58,3,-253,6,1,1628800.5,2
4604,k019,58,4,-253,6,30,1628829.5,2
4605,k019,58,5,-253,7,30,1628859.5,2
4606,k019,58,6,-253,8,28,1628888.5,2
4607,k019,58,7,-253,9,27,1628918.5,2
4608,k019,58,8,-253,10,26,1628947.5,2
4609,k019,58,9,-253,11,25,1628977.5,2
4610,k019,58,10,-253,12,24,1629006.5,1
4611,k019,58,11,-252,1,23,1629036.5,2
4612,k019,58,12,-252,2,21,1629065.5,1
4613,k019,58,12.5,-252,3,22,1629095.5,2
4614,k019,59,1,-252,4,20,1629124.5,1
4615,k019,59,2,-252,5,20,1629154.5,2
4616,k019,59,3,-252,6,19,1629184.5,2
4617,k019,59,4,-252,7,18,1629213.5,2
4618,k019,59,5,-252,8,17,1629243.5,2
4619,k019,59,6,-252,9,15,1629272.5,2
4620,k019,59,7,-252,10,15,1629302.5,2
4621,k019,59,8,-252,11,13,1629331.5,2
4622,k019,59,9,-252,12,13,1629361.5,2
4623,k019,59,10,-251,1,11,1629390.5,2
4624,k019,59,11,-251,2,10,1629420.5,2
4625,k019,59,12,-251,3,11,1629449.5,2
4626,k019,60,1,-251,4,9,1629478.5,1
4627,k019,60,2,-251,5,9,1629508.5,1
4628,k019,60,3,-251,6,8,1629538.5,2
4629,k019,60,4,-251,7,7,1629567.5,1
4630,k019,60,5,-251,8,6,1629597.5,2
4631,k019,60,6,-251,9,5,1629627.5,2
4632,k019,60,7,-251,10,4,1629656.5,2
4633,k019,60,8,-251,11,3,1629686.5,2
4634,k019,60,9,-251,12,3,1629716.5,3
4635,k019,60,10,-250,1,1,1629745.5,2
4636,k019,60,11,-250,1,30,1629774.5,2
4637,k019,60,12,-250,3,1,1629804.5,2
4638,k019,61,1,-250,3,30,1629833.5,2
4639,k019,61,2,-250,4,28,1629862.5,1
4640,k019,61,3,-250,5,28,1629892.5,2
4641,k019,61,4,-250,6,26,1629921.5,1
4642,k019,61,5,-250,7,26,1629951.5,2
4643,k019,61,6,-250,8,24,1629980.5,1
4644,k019,61,7,-250,9,23,1630010.5,1
4645,k019,61,8,-250,10,23,1630040.5,2
4646,k019,61,9,-250,11,22,1630070.5,2
4647,k019,61,10,-250,12,22,1630100.5,3
4648,k019,61,11,-249,1,20,1630129.5,2
4649,k019,61,12,-249,2,18,1630158.5,2
4650,k019,61,12.5,-249,3,20,1630188.5,2
4651,k019,62,1,-249,4,18,1630217.5,2
4652,k019,62,2,-249,5,17,1630246.5,1
4653,k019,62,3,-249,6,16,1630276.5,2
4654,k019,62,4,-249,7,15,1630305.5,1
4655,k019,62,5,-249,8,14,1630335.5,2
4656,k019,62,6,-249,9,12,1630364.5,1
4657,k019,62,7,-249,10,12,1630394.5,2
4658,k019,62,8,-249,11,11,1630424.5,2
4659,k019,62,9,-249,12,11,1630454.5,2
4660,k019,62,10,-248,1,10,1630484.5,3
4661,k019,62,11,-248,2,8,1630513.5,2
4662,k019,62,12,-248,3,8,1630542.5,2
4663,k019,63,1,-248,4,7,1630572.5,2
4664,k019,63,2,-248,5,6,1630601.5,2
4665,k019,63,3,-248,6,4,1630630.5,1
4666,k019,63,4,-248,7,4,1630660.5,2
4667,k019,63,5,-248,8,2,1630689.5,1
4668,k019,63,6,-248,9,1,1630719.5,2
4669,k019,63,7,-248,9,30,1630748.5,1
4670,k019,63,8,-248,10,30,1630778.5,2
4671,k019,63,9,-248,11,29,1630808.5,2
4672,k019,63,10,-248,12,29,1630838.5,3
4673,k019,63,11,-247,1,27,1630867.5,2
4674,k019,63,12,-247,2,26,1630897.5,3
4675,k019,64,1,-247,3,27,1630926.5,2
4676,k019,64,2,-247,4,26,1630956.5,2
4677,k019,64,3,-247,5,25,1630985.5,2
4678,k019,64,4,-247,6,23,1631014.5,1
4679,k019,64,5,-247,7,23,1631044.5,2
4680,k019,64,6,-247,8,21,1631073.5,1
4681,k019,64,7,-247,9,20,1631103.5,2
4682,k019,64,8,-247,10,19,1631132.5,1
4683,k019,64,9,-247,11,18,1631162.5,2
4684,k019,64,10,-247,12,18,1631192.5,2
4685,k019,64,11,-246,1,16,1631221.5,2
4686,k019,64,12,-246,2,15,1631251.5,2
4687,k019,64,12.5,-246,3,17,1631281.5,3
4688,k019,65,1,-246,4,15,1631310.5,2
4689,k019,65,2,-246,5,15,1631340.5,3
4690,k019,65,3,-246,6,13,1631369.5,2
4691,k019,65,4,-246,7,12,1631398.5,2
4692,k019,65,5,-246,8,10,1631427.5,1
4693,k019,65,6,-246,9,9,1631457.5,1
4694,k019,65,7,-246,10,9,1631487.5,2
4695,k019,65,8,-246,11,8,1631517.5,2
4696,k019,65,9,-246,12,7,1631546.5,2
4697,k019,65,10,-245,1,5,1631575.5,1
4698,k019,65,11,-245,2,4,1631605.5,2
4699,k019,65,12,-245,3,6,1631635.5,2
4700,k019,66,1,-245,4,4,1631664.5,2
4701,k019,66,2,-245,5,4,1631694.5,2
4702,k019,66,3,-245,6,2,1631723.5,2
4703,k019,66,4,-245,7,2,1631753.5,2
4704,k019,66,5,-245,7,31,1631782.5,2
4705,k019,66,6,-245,8,30,1631812.5,2
4706,k019,66,7,-245,9,29,1631842.5,3
4707,k019,66,8,-245,10,28,1631871.5,2
4708,k019,66,9,-245,11,26,1631900.5,1
4709,k019,66,10,-245,12,26,1631930.5,2
4710,k019,66,11,-244,1,24,1631959.5,1
4711,k019,66,12,-244,2,23,1631989.5,2
